idProducto,idVendedor,Fecha,idSucursal,Descuento
7,64,2021-05-22 23:36:02,4,0.1
8,88,2019-02-04 15:43:54,4,0.1
2,4,2019-12-26 01:37:11,2,0
4,31,2022-09-22 08:56:45,3,0.4
1,19,2021-08-11 09:43:23,2,0
9,67,2018-11-28 17:55:58,1,0
9,15,2019-05-04 03:27:14,4,0
10,4,2018-11-15 14:04:23,3,0.5
7,39,2020-12-10 16:17:33,3,0.1
5,100,2022-08-27 14:03:47,3,0.5
9,53,2021-06-15 11:32:35,4,0.4
3,57,2020-11-08 14:15:40,4,0.5
8,54,2021-07-23 04:04:18,2,0
8,33,2022-11-11 22:32:08,3,0
9,47,2020-05-04 01:17:35,3,0.4
9,35,2021-12-05 15:27:54,3,0.4
10,1,2021-06-01 15:52:16,3,0.1
6,63,2022-04-10 09:12:46,4,0.2
3,93,2018-11-24 03:44:05,3,0
6,30,2021-07-20 09:11:48,4,0
9,46,2019-10-03 23:36:32,3,0.3
5,7,2021-05-08 01:41:50,4,0
7,64,2020-10-01 10:46:52,2,0.3
6,68,2022-02-15 02:35:09,4,0.3
6,64,2020-09-15 12:05:55,1,0.3
2,83,2020-11-04 07:52:06,2,0
6,35,2020-05-26 10:51:51,1,0.3
6,18,2018-08-26 11:07:33,2,0
3,74,2019-11-11 17:01:52,1,0.2
4,64,2021-12-19 06:32:22,1,0
9,2,2020-02-16 09:12:20,1,0.3
4,16,2018-08-11 05:54:45,4,0.4
9,27,2020-06-06 22:27:37,1,0.4
5,37,2020-01-17 06:57:17,3,0
1,6,2020-01-16 04:46:15,3,0.1
7,39,2022-03-20 21:37:20,2,0
6,46,2021-12-27 21:41:45,4,0.2
9,9,2019-03-23 00:36:09,3,0.3
7,91,2018-11-18 01:35:16,2,0
2,86,2018-11-04 09:40:31,4,0.1
7,11,2020-11-15 13:00:17,2,0.4
3,11,2022-02-01 22:48:24,3,0.1
10,71,2018-10-22 02:36:32,3,0
6,32,2020-09-26 16:09:34,4,0.4
2,93,2020-05-01 00:38:01,1,0
2,90,2020-06-14 14:02:35,2,0.1
2,92,2018-07-26 18:08:10,4,0.4
6,13,2018-09-23 11:21:50,2,0.5
10,36,2020-02-18 19:35:03,2,0
9,48,2022-11-22 07:57:57,3,0
6,94,2020-06-23 07:32:39,3,0.4
4,88,2018-12-14 00:31:08,4,0
4,70,2019-06-19 23:49:55,3,0
9,37,2019-05-26 16:00:32,2,0.3
3,38,2020-04-04 17:50:26,4,0.2
9,26,2022-06-09 04:38:43,2,0
3,39,2022-11-05 04:20:22,1,0.1
4,45,2018-08-13 13:11:46,1,0
1,25,2022-12-06 01:51:58,4,0
7,80,2021-04-23 15:50:33,3,0
1,18,2018-11-30 02:04:26,3,0.4
5,48,2021-02-19 18:32:12,4,0
9,33,2018-09-29 00:53:39,4,0.2
10,41,2022-11-13 20:29:22,2,0.2
9,31,2020-04-03 15:19:39,4,0
4,32,2022-08-19 07:26:05,4,0.5
4,35,2020-09-12 20:36:27,3,0.4
6,96,2020-09-08 00:41:24,4,0
1,69,2022-02-28 21:51:31,2,0.2
7,19,2022-12-10 09:05:13,3,0
4,76,2018-09-25 00:38:03,3,0.5
9,80,2021-11-19 08:23:43,1,0
10,48,2021-10-16 07:49:20,1,0
5,42,2020-04-18 11:49:32,3,0.5
4,35,2020-01-30 03:58:56,2,0.5
2,64,2022-11-02 10:35:00,1,0
7,16,2019-02-27 08:23:40,4,0
4,93,2018-10-14 10:38:43,3,0.4
3,1,2022-07-07 06:57:36,4,0
10,23,2020-08-31 07:52:36,3,0.3
4,73,2021-07-12 13:16:48,3,0.4
6,21,2019-09-05 08:57:21,1,0.4
2,25,2022-02-06 19:06:31,1,0
1,3,2021-10-09 14:57:05,2,0
5,96,2020-01-23 05:01:41,3,0
8,89,2020-08-16 22:42:12,2,0.2
1,14,2021-01-09 02:18:23,3,0
3,94,2020-04-15 23:28:23,4,0.4
1,20,2022-05-20 02:39:47,1,0
2,30,2019-02-27 17:00:54,2,0.3
3,1,2020-10-08 08:20:25,2,0.2
10,38,2022-03-29 10:54:21,3,0.1
10,27,2020-07-20 13:34:28,4,0
9,50,2020-09-06 09:28:48,2,0.4
4,73,2021-11-29 03:48:55,3,0.5
5,85,2020-04-25 18:53:28,1,0.3
5,47,2021-03-15 04:34:37,2,0.4
10,69,2020-01-09 05:37:16,3,0.3
5,100,2021-04-26 02:58:33,3,0.5
9,31,2022-10-16 04:05:01,2,0.3
5,21,2022-10-22 16:27:36,1,0.1
5,47,2019-01-09 00:05:26,1,0.1
1,93,2020-08-29 04:49:31,2,0
7,54,2022-02-14 21:08:45,1,0.4
4,72,2022-02-24 17:12:27,3,0
1,79,2018-08-10 13:00:12,2,0
5,19,2019-10-28 20:48:47,4,0
5,50,2020-07-31 22:09:01,4,0
5,80,2021-08-22 21:25:54,4,0.1
10,45,2020-12-10 01:20:21,2,0
8,19,2021-09-13 22:03:44,4,0
8,9,2019-12-03 22:45:12,3,0
9,91,2020-04-12 03:29:06,2,0
8,33,2022-12-23 09:58:46,1,0
3,42,2022-07-10 15:24:41,3,0
1,21,2021-07-28 16:43:43,4,0.1
7,61,2021-08-27 02:41:14,3,0
3,69,2020-01-07 21:46:20,4,0.3
5,83,2021-04-07 17:47:04,1,0
6,39,2021-04-30 04:34:21,1,0.1
8,13,2020-05-08 19:02:17,1,0.5
7,52,2021-03-03 13:23:44,4,0.3
2,44,2021-05-04 08:30:29,3,0.4
7,76,2021-01-05 06:01:59,2,0.3
10,75,2020-02-27 06:31:27,2,0
5,87,2022-03-01 22:49:46,2,0.4
4,12,2021-04-28 05:30:16,2,0.5
5,91,2020-09-24 23:16:17,1,0
7,92,2022-03-13 01:17:04,3,0.5
1,29,2021-05-05 22:27:08,4,0
2,14,2018-09-30 23:54:33,3,0
8,61,2019-09-25 15:55:11,4,0.4
2,74,2020-06-01 08:53:57,1,0
5,19,2022-07-14 23:20:17,4,0.3
10,45,2019-10-13 03:45:11,1,0
5,52,2018-11-29 12:31:23,3,0
6,39,2022-07-22 02:41:17,3,0
4,34,2019-08-21 00:44:49,1,0.5
2,95,2022-04-17 04:29:12,1,0.5
6,8,2020-08-08 10:04:55,2,0.5
2,25,2021-06-18 06:42:07,1,0.1
4,83,2018-07-12 21:41:54,3,0
2,21,2020-07-28 03:16:18,3,0.5
9,1,2019-06-07 15:43:47,3,0.4
1,25,2019-07-13 10:41:55,2,0.1
4,86,2022-12-02 05:42:56,3,0.5
2,88,2022-09-13 07:54:20,4,0
9,49,2019-09-08 14:56:35,4,0
8,10,2019-07-28 14:02:27,3,0.1
5,1,2018-07-28 03:03:19,4,0.5
5,40,2019-09-23 23:23:25,4,0.1
6,94,2019-07-14 20:08:03,4,0.4
3,84,2021-08-29 04:21:37,3,0
5,96,2018-09-20 16:06:31,1,0.4
10,35,2019-04-15 08:11:21,2,0
3,54,2020-07-16 11:07:41,1,0
4,22,2020-05-11 14:13:32,3,0.1
1,52,2018-10-05 18:21:04,2,0
10,34,2020-02-18 10:45:44,4,0.1
9,40,2021-10-30 17:47:24,3,0.5
7,50,2022-01-26 10:28:06,3,0.5
8,35,2021-09-05 18:16:16,4,0.1
5,75,2020-06-13 18:09:49,3,0.2
6,84,2022-03-11 09:17:05,3,0.3
6,6,2019-03-30 14:51:58,3,0
9,52,2022-07-21 19:51:46,4,0.2
2,16,2022-06-30 14:38:45,1,0
5,18,2019-08-07 01:40:49,2,0.5
4,52,2019-06-27 16:37:04,2,0.3
5,78,2020-09-08 17:41:45,4,0.1
3,29,2021-05-26 03:26:12,3,0.3
3,92,2020-03-26 08:06:18,2,0.3
8,86,2020-02-09 19:33:25,4,0.3
1,68,2021-02-24 19:34:15,4,0.2
7,38,2021-01-03 14:13:31,1,0
7,72,2020-03-05 06:46:11,2,0.4
1,98,2021-09-11 19:09:58,2,0.2
8,92,2019-09-11 23:50:36,4,0.5
5,35,2020-01-06 07:44:49,2,0.4
9,72,2021-07-01 21:22:27,3,0.3
6,41,2018-10-28 05:20:09,3,0
1,74,2019-09-05 07:35:00,4,0
7,31,2019-12-20 00:11:26,1,0.4
6,82,2021-10-01 14:55:32,4,0.5
3,74,2019-04-04 20:27:41,3,0
3,45,2021-04-13 04:07:07,2,0
6,70,2019-07-03 06:32:03,4,0
1,57,2022-08-22 02:45:47,4,0.2
8,31,2021-08-31 19:18:22,3,0.2
1,98,2020-08-07 13:40:47,2,0.3
1,16,2021-01-05 18:16:35,3,0.1
10,92,2022-04-27 01:44:19,2,0.4
3,58,2019-12-12 16:40:59,2,0
3,42,2022-12-09 12:17:31,4,0.5
8,14,2019-01-09 22:45:47,4,0
3,39,2019-06-16 07:56:45,1,0.3
9,50,2021-07-29 11:48:18,1,0.2
3,41,2022-02-09 04:57:06,3,0
1,56,2018-09-03 04:52:43,2,0.3
2,85,2020-06-06 22:02:38,4,0
7,23,2019-09-24 12:20:03,2,0.4
7,79,2019-06-06 13:35:09,4,0
8,27,2021-09-07 22:37:06,2,0
7,96,2022-07-09 10:41:08,2,0.5
7,81,2019-09-17 00:46:55,2,0
6,99,2019-11-21 08:04:13,3,0.1
8,32,2020-02-14 21:12:18,3,0.5
10,11,2019-11-05 13:28:33,4,0
4,99,2020-04-14 14:07:52,3,0.1
5,89,2019-09-10 07:35:18,2,0
3,68,2020-10-02 17:33:07,3,0.1
6,35,2019-02-04 13:53:43,3,0
5,13,2021-05-31 23:27:40,2,0.1
5,91,2022-10-03 21:14:08,2,0.4
9,91,2019-03-15 00:29:08,4,0
3,38,2020-05-28 15:53:25,1,0
9,40,2018-12-05 22:32:15,3,0.2
7,18,2022-06-03 13:50:22,3,0.2
8,55,2022-07-30 08:01:20,1,0.4
9,51,2019-02-27 02:49:25,3,0.3
3,58,2020-10-13 08:10:18,2,0.5
3,67,2022-11-25 20:46:11,1,0.4
5,44,2019-08-27 11:17:20,1,0.1
9,63,2022-07-14 16:32:23,2,0.2
5,44,2022-04-16 19:41:48,3,0
9,9,2020-08-08 00:59:25,1,0
4,78,2022-12-28 13:45:54,2,0.2
5,93,2021-09-24 04:32:51,3,0.2
3,19,2020-05-13 15:55:24,2,0.3
4,28,2022-01-11 01:11:36,1,0.3
4,48,2018-07-06 10:18:28,3,0
5,99,2020-09-22 00:19:11,4,0.1
10,78,2019-04-04 10:45:30,4,0.2
9,12,2022-04-16 09:46:23,1,0.5
3,14,2019-06-11 09:51:49,4,0.1
10,74,2018-11-22 15:07:58,4,0.1
5,13,2022-05-24 03:35:30,4,0.5
5,78,2021-07-04 17:24:18,2,0
2,90,2021-08-24 11:42:30,2,0.1
7,91,2019-06-17 18:10:23,4,0
4,12,2022-03-13 00:13:13,1,0.3
1,44,2021-09-11 13:55:49,2,0
7,25,2021-07-22 04:29:41,1,0
6,93,2021-04-15 00:11:11,1,0.1
3,28,2022-11-29 14:27:05,1,0.4
5,74,2019-02-25 02:52:43,1,0
2,65,2019-01-23 07:51:03,4,0.2
8,66,2019-12-27 09:02:56,1,0
6,50,2021-01-04 20:10:43,1,0
5,34,2022-01-29 01:50:03,4,0.1
3,5,2020-12-22 22:02:57,4,0
2,71,2020-01-28 00:25:47,1,0.1
8,59,2019-10-26 13:18:01,2,0
9,14,2019-09-30 00:04:47,2,0.4
5,56,2020-10-11 06:33:19,2,0.5
2,97,2022-02-28 09:43:26,4,0.5
4,72,2018-06-24 05:38:58,2,0
10,7,2018-08-19 17:14:10,1,0.3
7,32,2021-01-18 09:13:43,1,0
5,94,2021-03-29 23:23:07,1,0.2
10,94,2020-09-08 21:41:50,1,0.3
10,59,2018-08-31 00:31:09,4,0.2
5,81,2021-10-02 08:15:40,3,0.3
1,60,2020-06-21 13:28:39,1,0
3,44,2019-12-05 02:00:58,2,0.2
4,69,2021-10-18 16:13:57,4,0.2
4,55,2019-04-08 16:37:20,1,0.4
9,83,2020-03-06 10:06:06,1,0
8,68,2019-10-18 16:45:38,2,0.1
6,73,2020-11-22 20:57:14,4,0.5
3,22,2021-03-25 05:56:37,4,0
9,68,2020-07-08 09:54:29,2,0.2
9,47,2021-05-14 11:00:26,1,0
9,69,2022-04-08 02:56:31,4,0.3
3,42,2022-01-12 13:43:57,1,0.4
2,91,2018-09-08 22:44:20,2,0.1
10,14,2022-10-24 02:55:46,2,0.1
5,55,2020-07-02 06:38:40,4,0.3
8,57,2022-02-01 06:57:27,2,0.5
9,69,2020-04-03 15:32:19,2,0
9,68,2019-02-18 09:55:24,3,0.3
10,95,2020-08-19 18:43:53,2,0
7,96,2022-09-18 20:43:38,4,0
1,90,2021-04-08 17:19:39,2,0
10,6,2019-11-11 21:51:14,4,0.2
8,29,2019-10-06 12:32:15,1,0
9,63,2021-12-03 18:25:04,2,0
2,72,2022-05-06 01:28:45,4,0.2
9,87,2022-02-26 19:00:40,4,0
5,39,2022-01-19 19:05:18,3,0.4
6,29,2022-10-15 19:24:53,1,0.3
8,70,2021-11-03 20:34:32,4,0.3
3,33,2018-09-15 19:54:04,2,0.2
10,71,2020-07-16 13:51:42,2,0.2
10,48,2018-08-26 11:57:52,3,0
9,48,2021-08-08 05:06:48,3,0.5
5,20,2019-01-17 15:19:56,1,0
4,17,2018-09-09 19:42:36,2,0.4
7,99,2022-11-10 18:43:14,2,0.1
4,45,2022-05-05 07:01:23,2,0.4
5,86,2020-02-14 07:12:27,3,0
3,18,2022-10-27 06:15:30,3,0
9,47,2020-07-09 17:43:42,2,0
2,60,2019-05-30 02:47:49,2,0
8,87,2020-03-27 12:29:59,2,0.1
10,8,2020-03-24 12:23:46,3,0
4,94,2022-09-01 04:59:58,3,0
7,10,2020-12-19 06:34:49,3,0
6,82,2020-10-07 22:31:06,2,0.1
3,81,2022-04-21 22:45:02,1,0
3,44,2022-06-14 00:47:06,4,0.4
1,13,2021-06-12 16:50:42,1,0
10,93,2022-12-29 12:37:02,3,0.1
6,16,2018-10-07 03:20:09,4,0
3,22,2019-05-07 17:15:55,3,0.5
10,43,2022-12-17 20:18:07,3,0
1,65,2021-07-19 12:41:43,2,0.3
10,37,2018-12-15 13:23:23,3,0.1
8,52,2018-07-25 14:18:32,4,0
2,97,2021-07-23 01:29:48,2,0.5
7,1,2021-04-07 11:59:09,4,0.4
7,40,2020-01-03 12:02:41,1,0.1
8,18,2022-06-08 23:18:51,1,0.1
10,98,2018-12-06 03:21:55,1,0.1
6,36,2019-09-04 20:46:54,3,0
9,64,2020-09-30 21:07:50,3,0
9,86,2022-02-03 09:14:46,4,0.3
3,53,2020-09-16 23:05:05,1,0.1
5,18,2021-11-16 03:29:52,3,0.2
10,100,2022-05-28 00:13:12,3,0
5,26,2019-02-04 06:02:18,2,0
1,32,2021-02-23 23:31:44,1,0.5
10,98,2021-07-01 03:02:47,3,0.4
7,2,2020-11-28 04:38:02,1,0
10,11,2020-03-30 20:19:58,2,0.4
3,12,2019-07-14 16:39:13,1,0
8,19,2019-12-01 09:01:14,1,0.1
8,23,2021-01-17 07:21:02,3,0
7,99,2019-03-03 04:35:30,4,0
6,59,2021-03-25 13:03:09,4,0.2
1,71,2020-07-24 12:26:32,1,0
9,80,2021-04-23 12:38:28,1,0.2
4,63,2019-03-20 01:14:14,3,0
10,50,2020-12-04 16:48:57,1,0
5,55,2021-02-19 03:46:31,2,0.4
9,43,2019-06-18 00:23:16,2,0
1,84,2022-10-18 23:13:30,1,0
5,72,2020-02-09 14:24:09,2,0
6,32,2019-01-30 14:34:13,1,0
7,4,2018-07-29 23:10:50,4,0.4
10,98,2019-07-24 17:06:47,3,0
9,88,2022-03-06 04:45:24,1,0.4
4,85,2019-08-25 08:15:05,3,0
9,13,2021-06-30 11:45:29,2,0
8,35,2020-10-21 18:43:15,1,0.1
3,99,2022-01-20 21:52:20,3,0.2
3,43,2022-05-29 12:13:19,1,0
5,6,2020-04-04 16:43:57,4,0
4,71,2021-01-27 19:57:02,4,0
9,3,2020-06-19 11:38:59,1,0
6,89,2018-07-30 02:10:24,1,0.3
10,39,2019-01-31 13:59:19,4,0.1
8,71,2018-11-21 09:26:12,2,0
10,93,2021-04-16 01:58:17,2,0.4
8,59,2020-12-13 05:59:55,4,0
5,15,2018-06-28 12:51:09,3,0.3
9,98,2019-04-13 17:04:10,2,0.2
10,15,2021-06-10 04:44:39,2,0
4,99,2022-02-17 20:10:16,1,0.2
6,51,2022-01-25 23:02:49,2,0.1
10,74,2021-12-11 16:22:42,1,0.5
8,6,2020-11-28 11:01:21,2,0.5
4,26,2021-05-14 13:14:43,1,0
5,56,2019-01-18 00:05:20,4,0.1
4,35,2019-01-07 02:28:54,2,0
6,15,2021-02-23 11:51:52,4,0
10,89,2022-06-17 11:15:27,4,0.4
6,79,2020-06-16 17:48:31,2,0.2
8,44,2019-07-22 21:44:33,2,0.4
6,21,2019-03-26 13:58:25,4,0
1,54,2022-04-23 17:14:23,2,0.2
4,30,2019-06-10 19:02:24,4,0.1
7,100,2021-07-16 00:19:15,4,0.1
9,96,2022-01-21 11:33:25,4,0
2,94,2022-06-06 22:28:40,3,0
1,65,2021-05-07 11:23:16,1,0
5,22,2020-02-08 20:37:40,2,0.2
9,77,2022-02-03 10:51:12,1,0.3
9,61,2019-02-24 15:43:43,4,0
4,26,2021-10-05 15:27:47,3,0
4,48,2022-01-13 01:57:35,2,0.4
8,100,2020-06-23 15:10:17,1,0.4
8,62,2022-05-12 19:35:44,2,0.1
9,94,2020-02-16 05:31:44,4,0.2
6,27,2019-02-18 22:15:32,2,0
10,62,2019-01-26 20:59:53,1,0.2
6,16,2020-06-11 22:57:11,1,0.5
5,28,2021-11-02 05:07:46,3,0.5
3,65,2022-12-11 13:50:38,1,0
6,55,2019-05-04 09:49:12,3,0
3,25,2021-09-13 07:56:10,4,0
7,19,2021-04-18 04:48:03,1,0
2,70,2022-08-12 01:36:36,1,0
5,13,2018-11-23 13:25:07,3,0
5,36,2019-09-21 00:46:14,4,0.4
5,95,2020-05-08 13:59:59,1,0.3
4,23,2018-11-06 03:19:31,1,0
8,18,2020-03-15 13:07:51,2,0.5
4,42,2021-10-20 05:48:28,4,0
3,39,2019-06-26 15:45:26,2,0.2
8,48,2021-08-11 08:52:28,2,0.5
8,65,2018-06-29 22:35:46,3,0.3
1,60,2019-08-09 01:41:38,1,0.5
6,67,2021-01-02 07:26:27,2,0.4
2,97,2020-01-31 08:58:43,2,0.5
5,89,2019-09-04 07:16:57,4,0
5,38,2019-10-28 12:03:36,3,0
9,2,2020-10-18 17:13:27,4,0
6,79,2019-09-07 12:06:12,1,0
6,32,2018-09-03 13:02:54,4,0.3
6,56,2019-06-02 17:58:33,1,0.2
4,1,2020-07-16 05:48:50,4,0.1
6,17,2020-06-23 01:45:49,2,0.3
7,97,2021-09-10 18:34:40,2,0
1,58,2019-12-15 17:17:10,1,0
9,35,2019-01-04 00:16:55,1,0.1
9,65,2020-07-08 20:26:17,3,0.5
6,58,2022-09-06 21:18:18,3,0
9,54,2020-02-19 13:25:22,3,0.5
9,27,2018-06-25 07:30:34,1,0.5
3,58,2018-06-30 00:15:34,1,0.3
1,92,2018-08-19 17:53:49,4,0
9,95,2021-01-27 22:19:36,1,0.1
2,88,2022-10-15 22:18:06,2,0.4
4,18,2018-07-11 22:59:09,2,0.2
8,30,2021-05-21 19:55:52,2,0.2
1,61,2020-10-09 02:04:04,3,0.2
9,12,2019-02-28 09:40:53,2,0.2
7,10,2021-06-06 16:57:20,2,0
9,83,2022-07-19 21:07:31,3,0
1,15,2021-04-20 19:35:42,2,0.3
5,20,2018-09-02 01:06:12,3,0.2
4,34,2020-09-23 12:13:11,4,0
9,2,2022-10-03 10:24:51,1,0.3
3,4,2021-10-29 09:39:57,1,0
9,20,2022-05-30 15:25:21,4,0.5
7,97,2021-02-05 00:46:35,4,0.1
5,75,2020-12-29 19:09:07,2,0
2,38,2018-11-04 06:53:51,3,0.5
2,50,2022-11-13 03:57:45,4,0.4
1,4,2020-06-04 15:09:58,2,0
1,81,2021-12-17 23:56:09,4,0
7,59,2020-03-06 07:41:55,4,0
6,20,2019-06-18 10:34:54,2,0
7,12,2021-03-20 09:45:07,3,0.3
9,95,2022-03-31 01:02:09,1,0.3
1,81,2021-08-28 05:53:58,2,0.4
9,27,2018-12-03 06:58:08,1,0
2,80,2018-11-08 02:01:48,3,0.2
2,77,2020-03-23 15:11:22,4,0.1
5,4,2020-02-05 22:14:45,2,0
9,2,2022-05-18 12:44:26,4,0
2,97,2022-03-05 05:50:18,3,0.1
9,88,2022-02-09 06:20:30,2,0
5,100,2019-04-07 16:51:07,4,0
4,75,2022-03-23 16:15:45,4,0.1
7,58,2022-03-20 19:35:05,4,0
10,68,2022-10-22 04:50:35,1,0
8,14,2021-11-20 07:28:19,3,0
8,94,2020-12-23 13:46:51,4,0.3
3,24,2020-11-16 09:08:33,2,0.3
3,6,2022-04-21 07:25:27,3,0
8,74,2022-10-17 16:16:24,2,0.2
4,88,2022-07-06 23:00:26,2,0.1
1,26,2018-06-28 06:10:47,4,0.4
5,98,2020-03-27 21:21:24,1,0.3
4,56,2019-09-24 11:58:57,3,0.1
8,7,2020-07-28 03:57:51,4,0
4,55,2021-08-06 19:34:34,4,0
6,67,2021-08-23 06:56:54,1,0.5
3,43,2021-11-04 00:34:24,3,0.3
3,46,2019-01-09 16:43:16,4,0.3
6,22,2019-09-18 20:12:20,1,0.3
1,20,2019-02-12 16:59:33,2,0
9,51,2021-04-14 05:19:56,4,0.5
9,81,2019-06-24 05:56:29,2,0.4
4,42,2020-05-01 10:35:02,2,0.3
1,76,2022-12-30 01:20:10,3,0
3,47,2021-09-20 01:04:43,4,0.2
10,38,2019-08-26 05:23:16,1,0.4
3,80,2021-12-17 02:33:13,3,0.2
9,11,2018-07-09 05:56:21,1,0.2
7,52,2022-06-27 02:12:32,3,0
1,86,2022-01-02 21:56:22,3,0.4
3,95,2021-01-09 06:05:04,1,0
2,87,2021-09-03 07:37:53,2,0.5
3,27,2019-04-13 18:45:05,3,0.5
9,13,2021-06-19 17:13:42,1,0.4
3,17,2018-07-18 07:12:17,3,0.5
1,38,2018-07-01 19:15:33,4,0.1
2,31,2021-06-01 23:35:35,3,0.5
5,62,2019-01-24 07:39:42,1,0.4
3,8,2020-05-30 18:45:42,2,0.5
9,65,2020-05-22 06:05:50,2,0.4
3,50,2021-03-12 07:16:20,3,0.4
10,82,2018-12-07 14:26:00,2,0.2
1,65,2018-07-23 15:08:27,1,0.1
6,80,2018-08-04 19:55:37,4,0.3
4,50,2019-06-21 08:19:45,3,0
8,6,2020-06-10 18:56:57,3,0.3
8,5,2018-08-13 21:29:30,1,0.1
2,9,2021-11-30 20:23:05,3,0.5
5,40,2020-08-19 22:22:20,4,0
9,100,2020-03-31 06:43:57,2,0.5
2,25,2020-07-28 01:28:47,2,0
8,47,2018-12-15 22:29:31,3,0.1
8,35,2018-06-23 18:29:08,2,0.2
7,98,2022-09-06 05:08:04,4,0.3
8,65,2020-11-10 08:52:44,4,0.1
9,63,2022-02-04 08:48:27,2,0
4,64,2020-02-17 05:24:14,4,0
7,37,2018-07-13 22:54:11,4,0
6,37,2019-07-06 03:31:54,1,0
9,30,2020-12-16 18:22:15,3,0.5
2,42,2019-08-11 14:59:19,4,0.4
5,17,2022-07-21 13:16:39,1,0.3
9,53,2020-05-25 14:03:28,4,0.2
9,10,2018-09-28 08:19:52,3,0
3,84,2021-06-14 12:16:24,3,0.2
1,60,2020-09-06 11:07:03,3,0.2
8,57,2018-07-26 10:53:47,3,0
6,72,2020-05-02 23:08:14,1,0.2
5,33,2020-10-24 04:42:10,4,0.3
8,8,2018-09-11 03:23:49,3,0
3,59,2021-10-15 04:54:12,1,0
9,40,2018-09-12 03:26:05,4,0
3,17,2021-08-18 00:08:18,4,0
3,94,2020-06-10 23:12:31,2,0.2
6,30,2019-06-14 18:23:56,3,0.2
1,49,2021-06-15 23:25:53,1,0
10,38,2021-04-10 23:35:55,4,0
9,38,2022-11-02 04:45:05,3,0.1
9,12,2020-10-07 05:44:35,2,0
3,31,2018-08-29 15:21:59,4,0.4
4,55,2021-11-29 19:51:11,4,0.1
4,92,2020-04-23 17:28:47,2,0.5
1,45,2018-09-28 09:17:33,4,0.4
6,62,2019-08-11 09:02:27,1,0.2
1,83,2022-11-17 16:10:07,2,0.4
7,7,2018-12-25 08:57:57,3,0.4
8,70,2022-08-12 23:57:55,3,0
6,26,2022-04-03 01:13:01,2,0.1
5,77,2022-03-15 09:21:55,2,0.5
9,24,2019-07-31 17:25:04,2,0
3,55,2021-12-14 19:33:14,4,0.1
6,15,2020-01-13 20:05:52,4,0.3
4,86,2022-09-29 10:02:49,3,0
3,20,2021-06-19 12:47:54,1,0
6,7,2021-01-01 02:34:19,3,0.1
1,98,2021-06-10 14:49:33,2,0.1
8,95,2019-03-24 09:35:52,4,0
4,30,2020-09-23 01:34:46,2,0.5
8,68,2021-07-04 05:48:30,1,0.4
5,25,2019-01-08 14:24:03,4,0.2
4,32,2020-05-15 06:37:04,2,0.4
5,69,2019-06-23 22:40:59,2,0
8,8,2022-10-22 09:33:11,4,0.4
2,52,2018-09-29 09:06:58,1,0.4
9,22,2018-06-28 09:30:11,2,0.4
1,2,2019-03-02 04:26:48,1,0.5
7,45,2019-06-30 14:34:48,2,0
8,31,2018-10-18 04:52:11,2,0.3
1,91,2018-12-12 05:25:53,3,0.2
10,67,2018-10-05 13:41:43,3,0
3,50,2022-08-02 10:56:12,4,0
6,87,2020-11-09 08:53:59,4,0
7,17,2021-02-12 17:10:25,3,0.3
8,26,2021-11-30 09:34:16,4,0
8,92,2018-12-05 06:12:16,1,0
1,26,2022-11-26 13:43:25,4,0.1
8,44,2019-01-30 09:09:03,2,0.2
9,38,2018-09-05 11:46:06,2,0.1
9,50,2020-10-24 21:58:22,2,0.5
3,30,2020-09-04 09:59:16,2,0.2
6,36,2019-05-10 22:55:29,3,0.5
10,23,2022-04-24 17:36:59,4,0.5
10,77,2019-01-21 04:51:14,1,0.5
10,1,2020-10-14 04:04:09,3,0.5
1,67,2021-09-20 04:23:25,4,0
7,82,2019-06-13 22:58:58,1,0.1
6,49,2019-11-25 11:02:39,4,0.4
4,47,2022-05-06 18:41:13,4,0.1
5,66,2021-08-12 17:01:02,1,0.1
4,35,2022-07-15 19:24:34,3,0.1
1,88,2020-05-06 04:32:05,4,0.4
10,70,2021-04-19 20:37:52,3,0.2
5,15,2020-04-28 00:27:44,1,0.5
8,29,2021-01-25 22:23:19,4,0.2
7,73,2018-12-26 14:43:26,1,0
8,6,2019-06-27 09:55:12,4,0.1
7,47,2020-09-11 00:19:07,2,0.5
9,96,2021-05-14 17:34:10,2,0.3
5,49,2019-01-31 11:04:14,4,0.5
10,24,2019-05-15 08:47:09,3,0
1,70,2022-11-10 12:55:49,1,0
7,18,2020-12-05 15:11:31,3,0.4
5,96,2019-12-23 05:12:17,4,0
1,85,2019-06-15 05:45:28,1,0.5
8,52,2022-07-12 20:39:47,4,0
9,84,2022-03-02 16:45:37,1,0
10,16,2020-11-02 02:32:59,2,0
8,43,2020-05-27 00:06:37,3,0.3
7,34,2022-07-30 19:03:39,2,0.1
3,34,2020-02-08 11:41:06,3,0.1
5,84,2019-11-27 19:43:57,2,0.5
8,48,2018-10-20 09:14:43,2,0.1
2,65,2019-11-27 16:58:10,4,0.2
3,28,2019-08-21 20:10:49,3,0.3
6,39,2019-12-27 17:09:04,1,0.3
1,57,2019-05-25 06:59:27,4,0.2
3,92,2021-10-12 03:17:20,3,0
3,84,2021-09-22 01:10:58,2,0
8,26,2022-10-30 05:22:54,1,0
8,85,2020-12-11 10:54:14,3,0.2
1,73,2020-05-23 08:53:23,3,0.3
3,5,2022-04-17 13:12:20,4,0
6,85,2020-08-17 03:56:52,4,0.4
1,14,2022-05-13 22:26:37,4,0
